PROCEDURE CHARGES  SPECIALITY WISE,,,,,,,,,,,
Item ID,Item Name,,Economy,Double,"Single/
ICU","Classic 
Deluxe",Suite,,,,
General Surgery,GS235,Exploratory Laprotomy and Drainage of Multiple Abscesses,21600,25900,31100,37300,41000,,,,
General Surgery,GS236,"Exploratory Laprotomy with Repair of Liver Laceration/Stomach 
",17000,20700,26300,31600,34700,,,,
General Surgery,GS237,Facial Wound Repair & Primary Suturing,2200,2600,3200,3800,4200,,,,
General Surgery,GS238,Femoral Hernia Repair,18400,22100,26500,31800,35000,,,,
General Surgery,GS239,Finger/ Toe wound Repair - Primary Suturing,1200,1400,1700,2100,2300,,,,
General Surgery,GS240,Fistula – in –Ano (Low Level),14000,16800,20200,24200,26600,,,,
General Surgery,GS241,Fistula in Ano (High Level),16200,19400,23300,28000,30800,,,,
General Surgery,GS242,Foreign body removal- Deep,6000,7200,8600,10400,11400,,,,
General Surgery,GS243,Foreign body removal superficial,3500,4300,5400,6500,7100,,,,
General Surgery,GS244,Frenuloplasy,6700,8000,9600,11600,12800,,,,
General Surgery,GS245,Gastro– Jejunostomy,21600,25900,31100,37300,41000,,,,
General Surgery,GS246,Gastrostomy,18400,22100,26500,31800,35000,,,,
General Surgery,GS247,Gynaecomastia - Unilateral- Breast,14000,16800,20200,24200,26600,,,,
General Surgery,GS248,Haemorrhoidectomy,16200,19400,23300,28000,30800,,,,
General Surgery,GS249,Hemithyroidectomy,20000,24000,28800,34600,38100,,,,
General Surgery,GS250,Hemorrhoids- sclerotherapy/Banding,4000,4800,5800,6900,7600,,,,
General Surgery,GS251,Hepaticojejunostomy,29500,35400,42500,51000,56100,,,,
General Surgery,GS252,Hiatus Hernia repair,25800,31000,37200,44600,49100,,,,
General Surgery,GS253,Hydatid Cyst of Liver,22000,26800,34100,40900,45000,,,,
General Surgery,GS254,Hydrocele – Unilateral,8800,10600,12700,15200,16700,,,,
General Surgery,GS255,Ileostomy,15600,19100,24300,29000,31900,,,,
General Surgery,GS256,Incision & Drainage Small,2200,2600,3200,3800,4200,,,,
General Surgery,GS257,Incision &Drainage-Medium,3600,4300,5200,6200,6800,,,,
General Surgery,GS258,Incision &Drainage-Large,6000,7200,8600,10400,11400,,,,
General Surgery,GS259,Incisional hernia repair(with or Without mesh),17000,20700,26300,31600,34700,,,,
General Surgery,GS260,Ingrowing Toe Nail -Partial nail bed excision,2000,2400,2900,3500,3900,,,,
General Surgery,GS261,Inguinal Hernia Repair Reinforcement with Marlex or Prolene Mesh (Unilateral),18400,22100,26500,31800,35000,,,,
General Surgery,GS262,Inguinal hernia repair without mesh,16200,19400,23300,28000,30800,,,,
General Surgery,GS263,Intestinal Fistula,21600,25900,31100,37300,41000,,,,
General Surgery,GS264,Intra Oral removal of Submandibular Duct Calculus,6000,7200,8600,10400,11400,,,,
General Surgery,GS265, Sigmoidectomy(open),18400,22100,26500,31800,35000,,,,
General Surgery,GS266,Esophageal Bypass Surgery,38700,55050,58720,69730,73400,,,,
Interventional Neurology,IN01,Carotid Artery Stenting (Inter Neur),43800,53400,67900,81500,89700,,,,
Interventional Neurology,IN02,Cerbral AVM (Inter Neur),37600,45800,58200,69900,76900,,,,
Interventional Neurology,IN03,Check Angiogram (Inter Neur),5000,6100,7800,9400,10300,,,,
Interventional Neurology,IN04,Complex Aneurysm (Inter Neur),53100,64800,82400,99000,108800,,,,
Interventional Neurology,IN05,Complex AVM/AVF Transvenous Apoach (Inter Neuro),53100,64800,82400,99000,108800,,,,
Interventional Neurology,IN06,Dyna CT,1500,1900,2400,2800,3100,,,,
Interventional Neurology,IN07,Intraarterial Thrombolysis (Inter Neur),28100,34300,43600,52400,57600,,,,
Interventional Neurology,IN08,Intraarterial Vasodilatation,13800,16800,21300,25600,28100,,,,
Interventional Neurology,IN09,Intracranial Aneursym-Single(Inter Neur),37600,45800,58200,69900,76900,,,,
Interventional Neurology,IN10,Intracranial angioplasty for vasospasm (Inter Neur),37600,45800,58200,69900,76900,,,,
Interventional Neurology,IN11,Intracranial Stenting,37600,45800,58200,69900,76900,,,,
Interventional Neurology,IN12,Mechanical Thrombectomy,31400,38300,48600,58300,64200,,,,
Interventional Neurology,IN13,Mechanical Thrombolysis,31400,38300,48600,58300,64200,,,,
Interventional Neurology,IN14,Peripheral Artery Embolization (Inter Neur),15600,19100,24300,29000,31900,,,,
Interventional Neurology,IN15,Spinal Angiography (Inter Neur),9500,11500,14700,17600,19300,,,,
Interventional Neurology,IN16,Spinal AVM (Inter Neur),37600,45800,58200,69900,76900,,,,
Interventional Neurology,IN17,Tumor Embolisation Complex (Inter Neur),53100,64800,82400,99000,108800,,,,
Interventional Neurology,IN18,Tumor embolisation Simple (Inter Neur),17000,20700,26300,31600,34700,,,,
Interventional Neurology,IN19,Venous Thrombolysis (Inter Neur),28100,34300,43600,52400,57600,,,,
Interventional Radiology,INR1,Uterine Artery Embolization,49000,58000,69000,72000,78000,,,,
Interventional Radiology,INR2,Vascular Embolization,40400,48500,58200,69800,76800,,,,
Interventional Radiology,INR3,Vascular Stenting,33100,39700,47700,57200,62900,,,,
Interventional Radiology,INR4,Vertebroplasty/Kyphoplasty,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR5,Vertebroplasty/Kyphoplasty - Multiple,16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR6,Venoplasty,40000,44000,48400,52800,57900,,,,
Interventional Radiology,INR7,Central Venography / Arm Venogram Interventional,16730,25094,26767,31786,33459,,,,
Interventional Radiology,INR8,Alcohol / RFA ablation,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR9,Angioplasty & Stenting Multiple,62300,74800,89700,107700,118500,,,,
Interventional Radiology,INR10,Angioplasty Stenting,51300,61600,73900,88600,97500,,,,
Interventional Radiology,INR11,AV Fistula Arm,11200,14600,18900,24600,27100,,,,
Interventional Radiology,INR12,AV Fistula Salvage,12400,14800,17800,21300,23500,,,,
Interventional Radiology,INR13,AV Fistula wrist ,9500,11400,13700,16400,18100,,,,
Interventional Radiology,INR14,Balloon Plasty Vascular,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR15,Bronchial artery embolization,49000,58000,69000,72000,78000,,,,
Interventional Radiology,INR16,BRTO or Varix Embolisation,51300,61600,73900,88600,97500,,,,
Interventional Radiology,INR17,Chemoembolization of Liver tumor,33100,39700,47700,57200,62900,,,,
Interventional Radiology,INR18,Coil Embolization,33100,39700,47700,57200,62900,,,,
Interventional Radiology,INR19,Cyst Ablation,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR20,Embolisation for Bleeding,40400,48500,58200,69800,76800,,,,
Interventional Radiology,INR21,EVLT,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR22,Fallopian Tube Recanalisation,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR23,Image Guided Aspiration - Bedside,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR24,Image Guided Drainage Catheter Placement (Bedside),12600,15100,18100,21800,24000,,,,
Interventional Radiology,INR25,Image guided true cut biopsy / FNAC,10400,12500,15000,18000,19800,,,,
Interventional Radiology,INR26,Interventional Alcohol Ablation,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR27,Interventional Balloon Plasty Non-Vascular,16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR28,Interventional CBD Stenting,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR29,Interventional Central Venous line placement,8800,10600,12700,15200,16700,,,,
Interventional Radiology,INR30,Interventional CT Guided FNAC & Biopsy,14000,16800,20200,24200,26600,,,,
Interventional Radiology,INR31,Interventional CT guided FNAC (Intv.Radio),8800,10600,12700,15200,16700,,,,
Interventional Radiology,INR32,Interventional CT Guided Marker/J Wire Placement,12600,15100,18100,21800,24000,,,,
Interventional Radiology,INR33,Interventional CT Guided Truecut Biopsy,8800,10600,12700,15200,16700,,,,
Interventional Radiology,INR34,Interventional Drainage of liver abscess (Interv Radi),7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR35,Interventional Endobiliary brush cytology,8800,10600,12700,15200,16700,,,,
Interventional Radiology,INR36,Interventional CT Guided Pigtail Catheter Placement ,8000,8000,8000,8000,8000,,,,
Interventional Radiology,INR37,Interventional Evaluation for Procedure,1200,1400,1700,2100,2300,,,,
Interventional Radiology,INR38,Interventional Image Guided Aspiration (Diagnostic,15200,18200,21900,26200,28800,,,,
Interventional Radiology,INR39,Interventional Image Guided Aspiration (Therapeutic),8800,10600,12700,15200,16700,,,,
Interventional Radiology,INR40,Interventional Image Guided Celiac/Splanchnic Plex,16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR41,Interventional Image Guided Chemical Ablation (Interv Rad),11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR42,Interventional Image Guided Marker / J Wire Placem,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR43,Interventional Image Guided Percutaneous Bone Biop,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR44,Interventional Image Guided Percutaneous Renal Bio,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR45,Interventional Image guided procedure (Inter Radio,7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR46,Interventional Image Guided Specialised Biopsies,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR47,Interventional Image Guided Tube Change / Upsizing,7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR48,Interventional Image Guided Tunelled Catheter Inse,12600,15100,18100,21800,24000,,,,
Interventional Radiology,INR49,Interventional Neural Ablation (Interv Rad),16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR50,Interventional Percutaneous Angiography,22300,26800,32200,38600,42500,,,,
Interventional Radiology,INR51,Interventional Percutaneous Embolisation,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR52,Interventional Percutaneous Nephrostomy,16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR53,Interventional Percutaneous Plugged Biopsy,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR54,Interventional PercutaneoussTranshepatic Biliary Drainage (PTBD),21600,25900,31100,37300,41000,,,,
Interventional Radiology,INR55,Interventional Sclerotherapy,7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR56,Interventional TRUS Guided Prostatic Biopsy,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR57,Interventional TRUS/TVS Sampling,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR58,Interventional Tubal Flushing,7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR59,Interventional Ultrasound Guided Joint Injections/,9600,11500,13800,16600,18300,,,,
Interventional Radiology,INR60,Interventional US Guided Drainage Catheter Placeme,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR61,Interventional US Guided FNAC & Biopsy,12600,15100,18100,21800,24000,,,,
Interventional Radiology,INR62,Interventional US Guided FNAC (Intv Radio),7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR63,Interventional US Guided Truecut Biopsy (Interv Radio),7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR64,Interventional Varicose Vein Ablation (Interv Radio),16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR65,Invasive Pressure Measurement,8800,10600,12700,15200,16700,,,,
Interventional Radiology,INR66,Lymphangiography,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR67,Microcatheter Angiography,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR68,PCN/PTBD with Primary Stenting ( Bilateral ),51300,61600,73900,88600,97500,,,,
Interventional Radiology,INR69,PCN/PTBD with primary stenting (Unilateral),40400,48500,58200,69800,76800,,,,
Interventional Radiology,INR70,Percutaneous Cholecystostomy,16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR71,Percutaneous Gastrostomy,16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR72,Percutaneous Transpedicular  Vertebral Biopsy,11200,13400,16100,19400,21300,,,,
Interventional Radiology,INR73,Pleurodesis (Interventional Radiology),7400,8900,10700,12800,14100,,,,
Interventional Radiology,INR74,PTBD - Internal - External Drainage,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR75,PTBD Double,33100,39700,47700,57200,62900,,,,
Interventional Radiology,INR76,RFA of lesion – Single,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR77,Selective Vessel Angiography,16200,19400,23300,28000,30800,,,,
Interventional Radiology,INR78,Stent Placement,33100,39700,47700,57200,62900,,,,
Interventional Radiology,INR79,TIPS,86000,103200,123800,148600,163500,,,,
Interventional Radiology,INR80,Trans arterial Radial embolization (TARE),49000,58000,69000,72000,78000,,,,
Interventional Radiology,INR81,Trans catheter arterial chemo embolization (TACE),49000,58000,69000,72000,78000,,,,
Interventional Radiology,INR82,Transjugular Liver Biopsy with Pressure Measuremen,15100,18100,21700,26100,28700,,,,
Interventional Radiology,INR83,Tumor Ablation - Multiple,40400,48500,58200,69800,76800,,,,
Interventional Radiology,INR84,Tumor Ablation - Single,33100,39700,47700,57200,62900,,,,
Interventional Radiology,INR85,Tumor Embolisation,33100,39700,47700,57200,62900,,,,
Interventional Radiology,INR86,Ureteric stenting,25800,31000,37200,44600,49100,,,,
Interventional Radiology,INR87,Microwave Ablation,50000,59000,70000,75000,79000,,,,
Interventional Radiology,INR88,Endovascular foreign body (FB) removal,30000,33000,36000,39000,42000,,,,
Minimal Access Surgery,MAS01,Complex anal fistula,13800,16800,21300,25600,28100,,,,
Minimal Access Surgery,MAS02,Fistulotomy,11900,14600,18500,22200,24400,,,,
Minimal Access Surgery,MAS03,Lap gastric band removal,13800,16800,21300,25600,28100,,,,
Minimal Access Surgery,MAS04,Lap. Feeding Jejunostomy,17000,20700,26300,31600,34700,,,,
Minimal Access Surgery,MAS05,Thoracoscopy cervical sympathectomy,18400,22400,28500,33800,37200,,,,
Minimal Access Surgery,MAS06,Thoracoscopy decortication,25000,30600,38800,46600,51200,,,,
Minimal Access Surgery,MAS07,Thoracoscopy Diagnostics with drainage,13800,16800,21300,25600,28100,,,,
Minimal Access Surgery,MAS08,Thoracoscopy mediastinal tumor excison,25000,30600,38800,46600,51200,,,,
Minimal Access Surgery,MAS09,Thoracoscopy medisatinal lymph node biopsy,18400,22400,28500,33800,37200,,,,
Minimal Access Surgery,MAS10,Thorascoscopic thymectomy,34400,42000,53400,64100,70500,,,,
Neuro Surgery,NE01, Endoscopic transnasal/Endonasal transsphenoidal surgery ,68500,82200,98600,118400,130200,,,,
Neuro Surgery,NE02,Antero Lat. Decompression with Vertebrectomy/reconstruction,68500,82200,98600,105600,116200,,,,
Neuro Surgery,NE03,Bone Flap Removal,48500,58200,69800,73500,80800,,,,
Neuro Surgery,NE04,Brachial Plexus surgery (microscopic),68500,82200,98600,118400,130200,,,,
Neuro Surgery,NE05,Brain Abscess Drainage,48500,58200,69800,73500,80800,,,,
Neuro Surgery,NE06,Brain Tumor Excision (Complex),130000,156000,187200,193500,212900,,,,
Neuro Surgery,NE07,Burr hole single,6500,7800,9400,11200,12300,,,,
Neuro Surgery,NE08,Burr holes multiple,36300,43600,52300,69800,76800,,,,
Neuro Surgery,NE09,Carpal tunnel syndrome,36300,43600,52300,69800,76800,,,,
Neuro Surgery,NE10,Cell Therapy Procedure Type I,120300,144400,173200,207900,228700,,,,
Neuro Surgery,NE11,Cell Therapy Procedure Type II A,130000,156000,187200,193500,212900,,,,
Neuro Surgery,NE12,Cell Therapy Procedure Type II B,130000,156000,187200,224600,247100,,,,
Neuro Surgery,NE13,Cerebrospinal fluid (CSF) rhinorrhea,16000,19200,23000,26500,29100,,,,
Neuro Surgery,NE14,Chronic subdural hematoma,36300,43600,52300,69800,76800,,,,
Neuro Surgery,NE15,Clipping Aneurysm,43800,53400,67900,81500,89700,,,,
Neuro Surgery,NE16,Combined anterior and posterior procedure for Spine,103100,123700,148500,155500,171100,,,,
Neuro Surgery,NE17,Cranioplasty,36300,43600,52300,62700,69000,,,,
Neuro Surgery,NE18,Craniotomy for Depressed Fracture - High Risk (Complex),59800,71800,86100,96500,106100,,,,
Neuro Surgery,NE19,Craniotomy for Multiple Aneurysm,103100,123700,148500,178200,196000,,,,
Neuro Surgery,NE20,Craniotomy for Trauma / Hematoma / stroke/Absecess,54400,65300,78300,86000,94600,,,,
Neuro Surgery,NE21,Craniotomy for Tumour,68500,82200,98600,118400,130200,,,,
Neuro Surgery,NE22,Debridement - Medium ,6500,7800,9400,11200,12300,,,,
Neuro Surgery,NE23,Debridement (Neuro),2400,2900,3500,4200,4600,,,,
Neuro Surgery,NE24,Decompressive Craniotomy,54400,65300,78300,85000,93500,,,,
Neuro Surgery,NE25,Deep Brain Stimulation,103100,123700,148500,165000,181500,,,,
Neuro Surgery,NE26,Drainage of ICH/SDH - High Risk (Complex),59800,71800,86100,96000,105600,,,,
Neuro Surgery,NE27,DSA Cerebral,8000,9500,11900,14000,15400,,,,
Neuro Surgery,NE28,External ventricular drain,6500,7800,9400,10800,13800,,,,
Neuro Surgery,NE29,ICP Monitoring / Twist Drill Procedure,2400,2900,3500,4000,5500,,,,
Neuro Surgery,NE30,INTRAVENOUS THROMBOLYSIS,1200,1300,1400,1600,1500,,,,
Neuro Surgery,NE31,Kyphoplasty,48500,58200,69800,80300,88300,,,,
Neuro Surgery,NE32,Laceration Suturing (Neuro),2400,2900,3500,4000,4400,,,,
Neuro Surgery,NE33,Laceration Suturing For Scalp Avulsion,9800,11800,14100,16200,17800,,,,
Neuro Surgery,NE34,Laminectomy Cervical,48500,58200,69800,80300,88300,,,,
Neuro Surgery,NE35,Laminectomy Lumbar/Dorsal,48500,58200,69800,80300,83800,,,,
Neuro Surgery,NE36,LUMBAR PUNCUTURE (NEUROLOGY),1500,1700,1800,2100,2300,,,,
Neuro Surgery,NE37,Manipulations / Skull Traction,6500,7800,9400,10800,11900,,,,
Neuro Surgery,NE38,Meningocoele Repair,28894,42340,45830,48840,55650,,,,
Neuro Surgery,NE39,Microdiscectomy-Lumbar/cervical,48500,58200,69800,80300,88300,,,,
Neuro Surgery,NE40,Mini Craniotomy – High Risk (Complex),54400,65300,78300,90000,99000,,,,
Neuro Surgery,NE41,Nerve / Muscle Biopsy (Neuro),2400,2900,3500,4000,4400,,,,
Neuro Surgery,NE42,NERVE BIOPSY,1600,1800,1900,2200,2400,,,,
Neuro Surgery,NE43,ORIF - Trauma Surgeries – High Risk (Complex),16000,19200,23000,26500,29100,,,,
Neuro Surgery,NE44,Peripheral nerve surgery,36300,43600,52300,60100,66200,,,,
Neuro Surgery,NE45,Radiofrequency Rhizotomy,36300,43600,52300,60100,66200,,,,
Neuro Surgery,NE46,Re-exploration of Craniotomy/Hematoma/EDH/SDH,33100,39700,47700,57200,62900,,,,
Neuro Surgery,NE47,Skull Based Craniotomy (Neu Sur),81900,98300,117900,135600,149100,,,,
Neuro Surgery,NE48,spinal decompression surgery,21600,25900,31100,37300,45300,,,,
Neuro Surgery,NE49,Spinal Dypraphism (Complex),68500,82200,98600,113400,124700,,,,
Neuro Surgery,NE50,Spinal Extramedullary Tumor,54400,65300,78300,90000,99000,,,,
Neuro Surgery,NE51,Spinal intradural tumor,68500,82200,98600,113400,124700,,,,
Neuro Surgery,NE52,Spinal Tumor,68500,82200,98600,113400,124700,,,,
Neuro Surgery,NE53,Spinal-Instrumentation,68500,82200,98600,113400,124700,,,,
Neuro Surgery,NE54,Spine Surgery with Simple Instrumentation,54400,65300,78300,90000,99000,,,,
Neuro Surgery,NE55,Stereotactic Biopsy,54400,65300,78300,90000,99000,,,,
Neuro Surgery,NE56,T P Shunt,36300,43600,52300,60100,66200,,,,
Neuro Surgery,NE57,Therapeutic Stereotactic Procedures,68500,82200,98600,113400,124700,,,,
Neuro Surgery,NE58,Trans Oral Decompression for CV Junction anomaly,68500,82200,98600,113400,124700,,,,
Neuro Surgery,NE59,Transsphehoidal Surgery,68500,82200,98600,118400,130200,,,,
Neuro Surgery,NE60,V P Shunt/ VA shunt(Normal),25000,30600,38600,46600,68100,,,,
Neuro Surgery,NE61,VA Shunt – High Risk (Complex),48500,58200,69800,83800,92200,,,,
Neuro Surgery,NE62,Ventricular Puncture-(Neuro),2400,2900,3500,4200,4600,,,,
Neuro Surgery,NE63,VP Shunt High Risk (Complex),48500,58200,69800,83800,83800,,,,
Neuro Surgery,NE64,Extracranial to intracranial (EC-IC) bypass,63000,69700,77700,87700,97700,,,,
Neuro Surgery,NE65,Ommaya placement,9800,11800,14100,16200,17800,,,,
Neuro Surgery,NE66, Burr hole Evacuation,12600,15100,18100,21800,21800,,,,
Neuro Surgery,NE67,Anterior cervical discectomy  and fusion 2 levels - Spine(ACDF),54400,65300,78300,90000,99000,,,,
Neuro Surgery,NE68,Anterior cervical discectomy  and fusion 1 levels - Spine (ACDF),32400,39500,51300,64100,85300,,,,
Neuro Surgery,NE69,Spinal Bifida Repair (Large),32400,39500,51300,64100,85300,,,,
Neuro Surgery,NE70,Spinal Bifida Repair (Small),13915,20873,22264,26439,27830,,,,
Obs & Gynae,OBG01,Abdominal Adhesiolysis Mild (Add on procedure in Addition ot Code for Prim. Pro.)-Mild,6000,7200,8600,10400,10400,,,,
Obs & Gynae,OBG02,Abdominal Adhesiolysis Mild (Add on Procedure in Addition to Code for Prim. Pro)-Moderate,6400,7700,9200,11000,11000,,,,
Obs & Gynae,OBG03,Abdominal Adhesiolysis Mild (Add on Procedure in Addition to code for Prim. Pro.)-Sever,7400,8900,10700,12800,12800,,,,
Obs & Gynae,OBG04,"Abdominal Myomectomy, 1 To 4 Myoma(S)/Total Weight of = < 250 G +/- Removal of Surface Myomas",18400,22100,26500,31800,31800,,,,
Obs & Gynae,OBG05,"Abdominal Myomectomy, 5 Or More Intramural Myomas +/- Intramural Myomas With Total Weight > 250G",25000,30600,38800,46600,68100,,,,
Obs & Gynae,OBG06,"Abdominal Myomectomy, 5 Or More Myomas +/- Intramural Myomas/ Total Weight > 500",21600,25900,31100,37300,37300,,,,
Obs & Gynae,OBG07,"Abdominal salpingectomy/  Complete Or Partial, U/L Or B/L (Sepa. Pro)",12600,15100,18100,21800,21800,,,,
Obs & Gynae,OBG08,"Abdominal salpingo-Oophorectomy, Complete or Partial, U/L or B/l (Sepa. Pro)",15100,18100,21700,26100,26100,,,,
Obs & Gynae,OBG09,"Anterior Colporrhaphy, Repair Of Cystocele With Or Without Repair Of Urethrocele",7400,8900,10700,12800,12800,,,,
Obs & Gynae,OBG10,"Biopsy Of Ovary, Unilateral Or Bilateral (Separate Procedure)",6000,7200,8600,10400,10400,,,,
Obs & Gynae,OBG11,"Hysteroscopy, Diagnostic (Separate Procedure)",6000,7200,8600,10400,10400,,,,
Obs & Gynae,OBG12,"Hysteroscopy, Surgical; > 2 Polypectomy, With Or Without D & C",8800,10600,12700,15200,15200,,,,
Obs & Gynae,OBG13,"Hysteroscopy, Surgical; With Division Or Resection Of Complete Intrauterine Septum (Any Method)",15100,18100,21700,26100,26100,,,,
Obs & Gynae,OBG14,"Hysteroscopy, Surgical; With Division Or Resection Of Intrauterine Sub Septate Septum (Any Method)",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG15,"Hysteroscopy, Surgical; With Lysis Of Grade 1 Intrauterine Adhesions (Any Method)",7400,8900,10700,12800,12800,,,,
Obs & Gynae,OBG16,"Hysteroscopy, Surgical; With Lysis Of Grade 2 Intrauterine Adhesions (Any Method)",8800,10600,12700,15200,15200,,,,
Obs & Gynae,OBG17,"Hysteroscopy, Surgical; With Lysis Of Grade 3 Intrauterine Adhesions (Any Method)",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG18,"Hysteroscopy, Surgical; With Lysis Of Grade 4 Intrauterine Adhesions (Any Method)",16200,19400,23300,28000,28000,,,,
Obs & Gynae,OBG19,"Hysteroscopy, Surgical; With Removal Of 3-5 Leiomyomata",16200,19400,23300,28000,28000,,,,
Obs & Gynae,OBG20,"Hysteroscopy, Surgical; With Removal Of 6 Or More Leiomyomata",18400,22100,26500,31800,31800,,,,
Obs & Gynae,OBG21,"Biopsy Of Vaginal Mucosa; Extensive, Requiring Suture (Including Cysts)",4000,4800,5800,6900,6900,,,,
Obs & Gynae,OBG22,"Hysteroscopy, Surgical; With Removal Of Large / 2  Leiomyomata",15100,18100,21700,26100,26100,,,,
Obs & Gynae,OBG23,"Hysteroscopy, Surgical; With Removal Of Small Leiomyomata",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG24,"Hysteroscopy, Surgical; With Sampling (Biopsy) Of Endometrium &/Or Polypectomy",6200,7600,9700,11600,17000,,,,
Obs & Gynae,OBG25,"Hysteroscopy, With Removal Of Impacted Foreign Body",7400,8900,10700,12800,12800,,,,
Obs & Gynae,OBG26,"Hysteroscopy,+ Endometrial Ablation (Endometrial Resection/Electrosurgical Ablation/Thermoablation)",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG27,"Hysterotomy, Abdominal (Eg, For Hydatidiform Mole, Abortion)",12600,15100,18100,21800,21800,,,,
Obs & Gynae,OBG28,Incision & Drainage Of Bartholin'S Gl& Abscess,19800,23800,28600,34300,34300,,,,
Obs & Gynae,OBG29,Incision & Drainage Of Vaginal Hematoma; Non-Obstetrical,6700,8000,9600,11600,11600,,,,
Obs & Gynae,OBG30,Incision & Drainage Of Vaginal Hematoma;Obstetrical/Postpartum,6000,7200,8600,10400,10400,,,,
Obs & Gynae,OBG31,Incision & Drainage Of Vulva Or Perineal Abscess,24900,29800,35800,43000,43000,,,,
Obs & Gynae,OBG32,Biopsy Of Vaginal Mucosa; Simple (Separate Procedure),15200,18200,21900,26200,26200,,,,
Obs & Gynae,OBG33,Incision & drainage of vulval hematoma < 5cm diameter /125 CC,6000,7200,8600,10400,10400,,,,
Obs & Gynae,OBG34,Incision & drainage of vulval hematoma > 5cm diameter /125 CC,7400,8900,10700,12800,12800,,,,
Obs & Gynae,OBG35,"Induced Abortion /On /More Intra-Amniotic Inj.(Amniocentesis-Injections), Delivery Of Fetus,+D&C",11200,13400,16100,19400,19400,,,,
Obs & Gynae,OBG36,Induced abortion by medical method without D&C,12000,14400,17300,20700,20700,,,,
Obs & Gynae,OBG37,"Induced Abortion, By Dilation & Evacuation",6400,7700,9200,11000,11000,,,,
Obs & Gynae,OBG38,"Induced Abortion, By One Or > Intra-Amniotic Inj.(Amniocentesis-Inj.), Delivery Of Fetus+Hyst",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG39,"Induced Abortion, By Vaginal Suppositories (Eg, Prostagl&In) Delivery Of Fetus Etc With Hyst",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG40,"Induced Abortion, One /> Intra-Amniotic Inj.(Amniocentesis-Inj.), Including Delivery Of Fetus & Secu",6000,7200,8600,10400,10400,,,,
Obs & Gynae,OBG41,Insertion Of Intrauterine Device (Iud),700,900,1100,1200,1700,,,,
Obs & Gynae,OBG42,Insertion Of Levonorgestrel-Releasing Intrauterine System,1800,2200,2600,3100,3100,,,,
Obs & Gynae,OBG43,Biopsy Of Vulva Or Perineum (Separate Procedure) One Lesion,8000,9600,11500,13800,13800,,,,
Obs & Gynae,OBG44,Introduction Of Hemostatic Agent / Pack For Nonobstetrical Vaginal Hemorrhage (Separate Procedure),1200,1400,1700,2100,2100,,,,
Obs & Gynae,OBG45,Isthmocele repair,17600,19200,20800,22400,24800,,,,
Obs & Gynae,OBG46,"Lap / Vaginal Oophorectomy, Partial Or Total, Unilateral Or Bilateral",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG47,"Lap / Vaginal Ovarian Cystectomy, Unilateral or Bilateral < 5 CM",14000,16800,20200,24200,24200,,,,
Obs & Gynae,OBG48,"Lap / Vaginal Ovarian Cystectomy, Unilateral or Bilateral > 5 CM",15100,18100,21700,26100,26100,,,,
